text,lang,company,rating
Do i gamble with 200 dhs and buy this thing from amazon that might turn out smthg i dont want   Bc its the only option i got,en,Amazon,Negative
@skipper68uk @DisneyPlusUK Amazon confirmed yesterday it's on all Fire devices.,en,Amazon,Positive
"@VictoriaLIVE #VictoriaLIVE
Just looked on #Amazon and hand gel is still being sold at an extortionate amount. Amazon and other online selling outlets should remove these products from there platforms. It's disgusting of these individuals trying to profit from the #coronavirus https://t.co/Z1QzUerav9",en,Amazon,Irrelevant
"Who wants to read ""Pete of the Hill"" for free in exchange for an honest review, gain points and rank with us? #Memoir #Nonfiction #15Points
https://t.co/S8Yc6wpYJ6 https://t.co/6udeoqZ3hU",en,Amazon,Irrelevant
This is urgent: Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/H7tcc6UrUy,en,Amazon,Neutral
"@dogwooddreamer1 A knight and a princess fight against a deadly conspiracy encompassing the world.
The Gift-Knight Trilogy
https://t.co/w4D5vQ9RHK",en,Amazon,Irrelevant
"Amazon Brand - Vedaka Green Tea, Natural, 100 Bags

Rs:150

https://t.co/1UhpIzuHCL",en,Amazon,Neutral
"Theresa has gambled everything to move to Ghana with her husband Tyler, Maku is desperate for professional recognition and her dream white wedding, and churchgoing Lyla married Kwesi in haste...

Three friends. Three imperfect arrangements. One book &gt;&gt;&gt; https://t.co/rm5OUxXmZB https://t.co/hCb8mXOHa2",en,Amazon,Irrelevant
"On a lighter not.  If, by chance, there is a parallel universe where this math equates, then just imagine the share price of #McDonalds after a mere week!  @Amazon step aside!

Make Americans Do Math Again x

#madmax https://t.co/eIQRoWZ6Db",en,Amazon,Neutral
"Colgate Toothpaste Active Salt - 200 g (
  Offer price- 349.00
  MRP- 388.00
  You Save:  39.00 (10%)
  Reviews-4.5 out of 5 stars 15 ratings
  Category- #hpc

https://t.co/hoSzlzT8Zu #deal #loot https://t.co/lcObP0jDTr",en,Amazon,Irrelevant
@Exowillreturn6 amazon lmaoo i think ill join the group order or order from syanara,en,Amazon,Positive
"@Meunmini182 Here's your cloud! If you're looking for gift ideas, Cloud Bot recommends this: https://t.co/y8xeg6mLci https://t.co/Vk2pp3daMA",en,Amazon,Very Positive
Heres thinking that people just wanted to take advantage of the relative scarcity at the risk of harming others and allowing the contagion to continue on: https://t.co/OaIiCyHmXG,en,Amazon,Irrelevant
"Find fabulous fantasy stories by the Writers 3 and other great authors in The Forging of the Ring. Get it at https://t.co/kkI2Pb76CS
#fantasy #adventure #anthology https://t.co/gtOLR6Mluk",en,Amazon,Irrelevant
Available now. Find out what happens when three middle aged women take the law into their own hands. #Books #reading #readingcommunity https://t.co/veF02AWOT9 https://t.co/gTztpYsnsG,en,Amazon,Irrelevant
"@pani_lovett Here's your cloud! If you're looking for gift ideas, Cloud Bot recommends this: https://t.co/Zfew8iUXD3 https://t.co/kXaNkOE2Jb",en,Amazon,Very Positive
@zezexing yeah i think im gonna for the amazon links from sm and then decide on which site to order from,en,Amazon,Very Positive
"I know very well there is no harm for amazon if leave one customer. But i think one is not only one. It will 11, 111, 1111,then....... https://t.co/xfAsXY3wsB",en,Amazon,Very Negative
"""A thoughtfully abridged classic, sweetly illustrated. A Red Ribbon Winner and highly recommended."" The Wishing Shelf Book Awards @WishingShelf 
https://t.co/kMTNayhbtG https://t.co/4rkoMlz8wb",en,Amazon,Irrelevant
"Who wants to read ""Pete of the Hill"" for free in exchange for an honest review, gain points and rank with us? #Memoir #Nonfiction #15Points
https://t.co/S8Yc6wpYJ6 https://t.co/mIUSanjgPJ",en,Amazon,Irrelevant
"@amazonIN But since last 3 to 4 month 
I m very disappointed with Amazon delivery service. I complained several times but there is no response. It looking serious amazon not talking any action now there is only one option to i should leave Amazon and look for other",en,Amazon,Neutral
"Coronavirus: Facebook, Google, Amazon Ask Staff To Work From Home https://t.co/hFqh9tAUjN #Technology https://t.co/Hju8vrhKOR",en,Amazon,Positive
"Coronavirus: Facebook, Google, Amazon Ask Staff To Work From Home https://t.co/IwL71YG0bt https://t.co/j0nMEsg8HR",en,Amazon,Positive
"Adventure. Competition. A duel to the death. Check out COLISEUM ARCANIST, the newest installment of The Frith Chronicle a #YoungAdult #fantasy #series by Shami Stovall. Enter to win a $25 Amazon/BN GC. @GameOverStation @LASReviews https://t.co/NM9bJ8svgr https://t.co/NscZhxhLRE",en,Amazon,Irrelevant
@_MARKSE @simonblackwell @smavincent Selling the stuff on Amazon for 60.,en,Amazon,Neutral
got my camera back up and running thx to @amazon Im stoked ,en,Amazon,Very Positive
"Now playing Faithful [1K4U] by Go West Click here https://t.co/U0Y5p9ONNu to listen in
 Buy it https://t.co/591nS0CH6s] https://t.co/4xAkImew9x",en,Amazon,Irrelevant
"Wow! Wow! Wow! A brilliant opening sets the novel up perfectly for the action-packed read ahead.  Crime Book Junkie
Hunting Ground, Ali Sinclair Book 2, out now https://t.co/zZFbGjCbwO
#HuntingGround #AliSinclair https://t.co/EhiyxYnPuD",en,Amazon,Irrelevant
"#NowPlaying Chieli Minucci - The Juice :: Tune In : https://t.co/PA3x4XaDq9
 - Buy It https://t.co/Pb8rg0XwHC https://t.co/3qc5d2KyUn",en,Amazon,Irrelevant
"@yokelII @Reuters metal from illegal sources, such as mines financed by narcotics dealers or in banned sites in the Amazon rainforest.",en,Amazon,Irrelevant
This is urgent: Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/qYQAXlnEkh,en,Amazon,Neutral
"@walexemma @damoche Amazon and co deleting doesn't mean same or worse wasn't happening in brick and mortar stores.

Other countries have experienced spikes and price gouging and their govt's have been proactive in taking steps to reduce demand and increase supply.",en,Amazon,Neutral
"@AmazonHelp @amazonIN @AmazonUK
I ordered product from Amazon and didn't receive and never delivery is attempt by your delivery partners and status shown return complete. 
Just because of price hike of products. That is not the good sign which i expected from @amazon.
Disappoint. https://t.co/geyfrIoLd6",en,Amazon,Irrelevant
"'Recommend this book to all who love historical fiction. I wished that this story would go on and on.'  Amazon review.
#HistoricalFiction #Elizabethan #LoveStory 
https://t.co/jt918rfNAw https://t.co/UXaC9wLbgX",en,Amazon,Very Positive
This is urgent: Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/AsYOnwf65o,en,Amazon,Neutral
"@ItsJustRhoda It may have been the same hair uno .. I think I bought 6 packs or something but used about 4... 

Better off ordering on amazon uno though https://t.co/Ncdm59ZK1n",en,Amazon,Neutral
SEARCH FOR TRUTH DIMDEX 2020 Cancelled Due To Covid-19 Virus https://t.co/ffPi9vQ5My  https://t.co/27pLj70fh8,en,Amazon,Irrelevant
"Golden Ebuyz launches Car Bike and Multi Household Products Shining Top Coat Teflon Polish and Paint Protector, 200 ML. This product has been placed on https://t.co/NOwyj4jhWp and can be purchased by the following link. 

https://t.co/BorwbRfSb5 https://t.co/EiEl2QHgTK",en,Amazon,Irrelevant
"STEAL!!   
            
LED Ring Light Bundle for $51.99!            
      
    https://t.co/rtK6eNDNrj

(If it says the code has already been redeemed, refresh the page and check the price) https://t.co/QMdP0O8vaH",en,Amazon,Very Negative
Warehouse Workers Said They Caught Amazon Breaking The Law On Sick Pay https://t.co/quvyKF2YVw via @ceodonovan,en,Amazon,Very Negative
I love adding shit to my Amazon cart that I never buy.,en,Amazon,Very Negative
"Analog/ Virtual: Listed in todays @BangaloreMirror as recommended reading for fans of #feminist #SFF ! Thanks for the shout-out @theBekku .

Grab your copy here: https://t.co/l881goe11j

Which books have you read?
https://t.co/P4Fomm0RAt

#books #scifi #WomensDay2020 https://t.co/8oGjA3YeAN",en,Amazon,Irrelevant
"BoSidin Facial &amp; Body Painless Permanent Hair Removal for Women &amp; Men BoSidin Facial &amp; Body Painless Permanent Hair Removal for Women &amp; Men&lt;br&gt;&lt;img src=""https://t.co/4AY5VMmn9C""&gt;&lt;br&gt;Deal Price: $25 https://t.co/qvZcNYNkve https://t.co/4yYF2nd5sh",en,Amazon,Irrelevant
"Data Science Algorithms in a Week: Top 7 algorithms for scientific computing, data analysis, and machine learning, 2nd Edition https://t.co/ju6r1BHYkP #DataScience",en,Amazon,Irrelevant
"Now Playing on #trapLAXradio - Womp Womp by Valee ft. Jeremih - Tune In Now! Click Here to Listen https://t.co/dQpfDs43hr
 Buy song https://t.co/C88S21tGat https://t.co/aXatbY1e0S",en,Amazon,Neutral
An unsecured Amazon Web Services (AWS) cloud storage bucket leaked the data of commuters in the U.K. who use the free Wi-Fi in train stations. https://t.co/T5IgizaSG8 https://t.co/jJXAzkEXt0,en,Amazon,Very Negative
" Dynabook Satellite B453/M [PB453MNB1R7AA71] 

https://t.co/vLdS4GuJ6R",en,Amazon,Irrelevant
"InnoGear Upgraded Essential Oil Diffuser only $13.49!!

#freebies #deals #deal #moneysaver #greatdeal #steals #discount #sale #bargain #bargainhunter #bargainshopper #cheap #bestprice #Amazon  #Deals #giveaway #Deal #ganga

 https://t.co/8iPEMDtgCs https://t.co/mKVsNYb1D0",en,Amazon,Neutral
This is urgent: Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/zIFN5TyaUy,en,Amazon,Positive
Three Finger Jack: A book from @JuLionKing Amazon sales link https://t.co/Zh25W3489k                 #book #jamaica #slavery #love #ebook #emancipation https://t.co/oZejZ90V9y,en,Amazon,Neutral
"@walexemma Amazon simply trying to appease the critics. 

Even the Hypermarkets like Walmart, Tesco have to increase sanitiser prices because replacement costs have increased. If they cant sell at higher prices cos of criticism,they wont stock, exacerbating scarcity.",en,Amazon,Negative
"while the convenience of skipping the checkout line comes at the expense of privacy, so does #shopping through #Amazon at all https://t.co/1I8JkOexSK",en,Amazon,Very Negative
"Wait.. is Australia and the Amazon still on fire, or is it only about the coronavirus now? ",en,Amazon,Negative
"Womens Plus Size Coat
$49.99 after deal/ Reg: $20
60% Off with code: DJHJIZWT

Redeem Discount Code to Save Money https://t.co/w0De8anUSp",en,Amazon,Irrelevant
"TODAY ONLY!!

Save up to 25% on Neogen Dermology!!

Starting at only $4.49!

https://t.co/yk3JHUz9Mn https://t.co/7xzfibgg56",en,Amazon,Irrelevant
"The story and characters are beautifully drawn. Grab a copy of ""The Milan Job"" now. #science #fiction #fantasy #mustread  @KristaCagg available at Amazon --&gt; https://t.co/pR0IbFZo4N https://t.co/hoqLi7dCno",en,Amazon,Very Positive
"This is how much Americans trust Facebook, Google, Apple, and other big tech companies https://t.co/EDj9q9ncC7 via @Verge",en,Amazon,Neutral
"50% Off!!!

Seiko Dress Watch 

https://t.co/cxPPerLdUU

#BwcDeals #Deals #dailydeals #fashion https://t.co/ODNlS2lOjP",en,Amazon,Irrelevant
Very unique plot. Great story CATCH ME IF YOU CAN https://t.co/Uhasvsx053 #BYNR #demolitionderbies,en,Amazon,Very Positive
The Making of a Story: A Norton Guide to Creative Writing @amazon #sponsored #writingguise #amwriting https://t.co/Xl8iBy3bNQ,en,Amazon,Neutral
"Hey @amazon if the carrier says a package is delivered but it isn't in my mailbox, it's my job to bug them, not yours?  I thought you took care of getting stuff to me.  That's why I gave you money.",en,Amazon,Negative
"Of #Angels, #Demons &amp; #Spirits: A Sourcebook of British Magic #sponsored @amazon https://t.co/9yrgmRIr9h",en,Amazon,Neutral
It's double the trouble for Big Al and Poppie in Tale of Two Shitties.  Get it at  https://t.co/kkI2Pb76CS  What are you waiting for? #funny #humorous #adventure #poop #bookseries https://t.co/shqjqCg5OK,en,Amazon,Very Positive
"The interesting thing is, those opinions didnt change the world, but the people behind the ideas did. Jay Shetty 
#WorldBookDay 
#Amazon
https://t.co/ivgHtO7TOh https://t.co/s1jvvXHQXK",en,Amazon,Neutral
"In the middle of the #Coronavirus crisis, it's a matter of urgency that @Amazon, @Uber, @Deliveroo and others finally allow their employees paid sick leave. Sign the emergency petition to them NOW https://t.co/vV6gUsY7nu",en,Amazon,Positive
"It's 1737, and England is on edge.... Based on true events, SLICK FILTH by Erato includes a recreation of the notorious play The Golden Rump, written to force censorship laws. Win a $15 Amazon/BN GC.  https://t.co/OpvF5vE90T https://t.co/DgfXTfGyxY",en,Amazon,Irrelevant
"Amazon is telling employees at its Seattle HQ not to come into the office because of the coronavirus, as Washington becomes the worst-hit state in the US - https://t.co/kVmfrBUT5Y https://t.co/Yt3FAMV17z",en,Amazon,Positive
"@RachelAshleyVox @BorisJohnson @MattHancock @edwardtimpson Take the lead Edward.  I was impressed with Matt Hancock's stance on using data, information, knowledge and wisdom last night on #BBCQT 

In the 4th industrial age we must lead with intelligence rather than dogma

@theresa_may @YvetteCooperMP 

https://t.co/ddBDdj2m2D https://t.co/QTKsTwxUiz",en,Amazon,Irrelevant
deforestation : soy (used for animal feed) is the largest contributor to the deforestation of the Amazon rainforest (people - lets not die),en,Amazon,Irrelevant
"Sameer i-Flo 25-Litre Water Heater (Whit
  Offer price- 4,725.00
  MRP- 8,500.00
  You Save:  3,775.00 (44%)
  Reviews-2.5 out of 5 stars 9 ratings
  Category- #kitchen

https://t.co/Tf3W80dmkf #deal #loot https://t.co/YzqaHCysYk",en,Amazon,Irrelevant
"In the middle of the #Coronavirus crisis, it's a matter of urgency that @Amazon, @Uber, @Deliveroo and others finally allow their employees paid sick leave. Sign the emergency petition to them NOW https://t.co/TQTZbMM5qj",en,Amazon,Positive
@Muktak8 It's available from @GarudaPrakashan and https://t.co/JtVmbhNRLu,en,Amazon,Irrelevant
"Ghost of Tsushima Special Edition is available for pre-order right now!!!
  
 #Deal #ganga

 https://t.co/vmSgmat8Lc https://t.co/afqBMzkoEt",en,Amazon,Irrelevant
"1, 2...Ha Cha Cha!!! Please join us 2day Crackers Fri Lunchtime Session 1-4pm UK @Crackersradiouk Online https://t.co/BmnRHyZHWw On #Amazon #Alexa #GoogleHome #Tunein Radio 4 non-stop dancefloor winners from the iconic club! #FeelGoodMusic #KeepItCrackers https://t.co/uZWJU1qnSG",en,Amazon,Neutral
Amazon Toll Free,en,Amazon,Irrelevant
"

Men's Chelsea Boots starting at $13.99!!!
    
Use code  40THQQVT 

 #Deal #ganga

 https://t.co/qav2bBoYfA https://t.co/bK8jB1UAAe",en,Amazon,Irrelevant
"A book will give you the confidence to offer the children in your setting adventurous and challenging outdoor activities, as well as ways to utilise natural resources to their best advantage https://t.co/x5Dqhm1KNi",en,Amazon,Irrelevant
"Its a way of life best summed up by the motto, Less is more. Living simply, owning just what you nee  #tp #charger #amazing   https://t.co/nKzkzRlNO5 https://t.co/4PGpq8h916",en,Amazon,Irrelevant
"There's no evidence to support reading my #books will help prevent contracting Coronavirus BUT there's no evidence to support otherwise. Do feel free to panic buy! #JustIncase
https://t.co/1ibvH48I6g        
https://t.co/q3NsyZgNFy                      
https://t.co/XISf3FeEZM https://t.co/UlgI0BdSJq",en,Amazon,Irrelevant
"KABOOM 
     
cleaner     
 
as cheap as $3.35

https://t.co/l1pDIIGVTA https://t.co/wFnELFKmSa",en,Amazon,Irrelevant
How about matching bright home with blue's complement on the color ?  #tp #charger #amazing   https://t.co/42nVmnNlho https://t.co/O3Gsf763ME,en,Amazon,Neutral
Finding Home follows Phoebe Hawley and her two siblings on their quest to find a job and a new home for their family. #romance #fiction #humor #JackieWeger  @JackieWeger available at Amazon --&gt; https://t.co/V8JCB0C6rh https://t.co/XC3RlUrdn2,en,Amazon,Irrelevant
"We present: XOfenders @OfendersX - Last Friday Night (In the Universe), at https://t.co/tLAdp9NlVo - Listen also on https://t.co/BxshGpLhl5)",en,Amazon,Irrelevant
"In the middle of the #Coronavirus crisis, it's a matter of urgency that @Amazon, @Uber, @Deliveroo and others finally allow their employees paid sick leave. Sign the emergency petition to them NOW https://t.co/FckSNUUZUg",en,Amazon,Positive
"STEAL!!!

Men's Chelsea Boots starting at $13.99!!!
    
Use code; 40THQQVT 

https://t.co/MMEIfeylek https://t.co/p8OFwa0u2Q",en,Amazon,Irrelevant
"Im not ordering from this site 
i was just checking the prices on different sites to see which is the cheapest and this is on amazon ",en,Amazon,Very Negative
@AnneLouiseAvery Is Amazon the best place to order from? Or would you prefer an indie bookshop?,en,Amazon,Very Negative
"@JeffBezos @IndraNooyi @AmitAgarwal @amazonIN @amazon @AmazonHelp @AmazonUK
See this, yesterday the Amazon agent said that I will reply to you on this email. So that action can be taken soon. Just got an e-mail when I got the time and got this reply. This email does not exist. https://t.co/3pNXVOv20Z",en,Amazon,Irrelevant
"Kamiliant by American Tourister Kam Masai Polyester 58 cms Red Softsided Cabin Luggage (KAM Masai SP Cabin https://t.co/GJ82dJhs4R)

Rs:1,738

https://t.co/ShzQ9lVITN",en,Amazon,Irrelevant
"Very Short Stories
https://t.co/W76krStDHx",en,Amazon,Irrelevant
@SunnyD_UK So much to choose from at Amazon - makes shopping easy!,en,Amazon,Positive
"@bendevon2 @JJHTweets @charlotteh71 Ah, comrade Misanthrope! (I read your bio)
I'm sure you understand that the taxes it's suggested are owed, are taxes not collected because the people who would owe them, have used weaknesses in HMRC's tax laws to avoid paying.
Plus Amazon, Google, Starbucks etc.",en,Amazon,Irrelevant
"Fun, food, cats, and plenty of intrigue!
GEORGIE SHAW COZY MYSTERY SERIES
https://t.co/YdABaDA0L5

https://t.co/3tFm4JyJXD #ASMSG #IARTG ""@aburke59 
via Pizzazz Book Promotions https://t.co/OfIQDwSFSe https://t.co/HOT9Uhk1z7
Free to read on KU!",en,Amazon,Irrelevant
"#NowPlaying Live365 - ADBREAK_60000 1 :: Tune In : https://t.co/PA3x4XaDq9
 - Buy It https://t.co/fGjksQEDrD",en,Amazon,Positive
"@bts_bighit ""My Time"" () by BTS #Jungkook 

Stream:
 Spotify: https://t.co/9LrA8qcnMF
Youtube: https://t.co/IQXRJ2Mgb3
 Melon: https://t.co/Ldiy4rw1jg
 Genie: https://t.co/yGue75Lwww

Buy:
 Apple Music: https://t.co/vnysX7hEED
Amazon: https://t.co/ILljrXTHax
#MyTimeByJungkook",en,Amazon,Irrelevant
"Crystal Marcos delivers another whimsically entertaining escapade for ages 7 &amp; up.

HEADACHE: The Hair-Raising Sequel to BELLYACHE by Multi-Award-Winner @ CrystalMarcos.

childrensbooks kidsbooks #ASMSG IARTG 
giftsforkids #books ebooks giftideas fantasy
https://t.co/36H0WyTBv7 https://t.co/fvoEQyv4sT",en,Amazon,Irrelevant
"15% Off!!!

BLENCOT Women's Lightweight Color Block Long Sleeve Loose Fit Tunics Shirts Tops 

https://t.co/AbuYodvVrR

#BwcDeals #Deals #dailydeals #Clothing https://t.co/wcuOb7DjjV",en,Amazon,Irrelevant
This is urgent: Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/VcXsLUGFPC,en,Amazon,Neutral
This is urgent: Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/Uqq9WfGHFM,en,Amazon,Neutral
@balajis Also 1918 Influenza: the Mother of All Pandemics: https://t.co/mZtyT6zdfS and there's a chapter in Nelson (https://t.co/e7L0yIZzF8) that talks about it and other influenza pandemics a bit,en,Amazon,Irrelevant
AMAZON: LED Lytes Timer Flameless Candles  60% OFF DOUBLE DISCOUNT! https://t.co/Ck87tj7sCF https://t.co/yZ3Adr0a1C,en,Amazon,Very Positive
"Hack for Web Crawling and HTML Parsing in React Native Application - ThankGod Ukachukwu

I encountered a problem while developing a shopping app using React Native.  I needed to transfer shopping cart from shopping websites like Amazon.

https://t.co/MRZwatyrTV",en,Amazon,Irrelevant
Some of my #favorite things - Authors... https://t.co/p0dNCy6HSe https://t.co/z2qzahyHJz,en,Amazon,Irrelevant
"Waterproof LED Strip Light

LED Strip Light 1M 2M 5M USB 5050 RGB Waterproof TV Back Lighting with Remote (1m): https://t.co/EWhJdNMFIG: Lighting

https://t.co/h0nu2t3KMc https://t.co/u0P8WAwOOL",en,Amazon,Irrelevant
"A fast-paced read with a load of drama and steam. Order ""Keg's Revelation"" now. #mustread #romance #suspense #CarsonMackenzie  @CarsonMackenzi4 available at Amazon --&gt; https://t.co/nJJUaUgTyd https://t.co/pTfyrkD92k",en,Amazon,Positive
"Our core focus for the Women Network is inspired by the need to groom the next set of female leaders in FMN Group- Dr. (Mrs) Salamatu Suleiman, Lead Mentor, The Amazing Amazon and FMN Board Member. #EachforEqual #FMNIWD2020 https://t.co/U9ItJHVCts",en,Amazon,Neutral
Amazon Aurora with PostgreSQL compatibility supports in-place upgrade from PostgreSQL 9.6 to 10 https://t.co/jcaa8upluO,en,Amazon,Positive
"Review of the #cozymystery SLEUTH ON SAFARI by @ARK_author ""... a fine way to take a memorable armchair trip."" Enter to win a $25 Amazon/BN GC. @cinnabar01 https://t.co/ArtIiv0PZL https://t.co/NFVoI5oU1t",en,Amazon,Positive
"Young women are going missing and only he knows the terrifying truth...

@Seb_Kirby EACH DAY I WAKE 

US: https://t.co/WZycgG9MUF

UK: https://t.co/EKFIn6XFCg

PlsRT

#IARTG #rtArtBoost #BYNR #ArtKNB #RRBC #WritingCommunity #KindleUnlimited #KU

https://t.co/h5HIrUwm5k",en,Amazon,Irrelevant
Amazon is centrist,en,Amazon,Positive
@GrahamCracka07 @SaruulMunkhtur @MarkDice @RealSaavedra @AndrewYang Amazon and walmart just spent millions on self driving trucks.. analyst expect to see over 125 billion in savings a year from this tech.. Yang just wants us to see some of the gains.,en,Amazon,Positive
Do you shop with Amazon? Visit https://t.co/vGdbCB5gC6 to help the North York Moors Historical Railway Trust Limited as you shop. Amazon donates 0.5% of your eligible shopping basket to the charity at no additional cost to you. Click link to help https://t.co/N7sYg8e4La https://t.co/3Kxgkjl5dK,en,Amazon,Very Positive
This is urgent: Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/K1E1gejWVM,en,Amazon,Neutral
"Established Order: #Empirical
Partial System: #Global #Chaos
Conformism: #Unique #Thought #Indoctrinated

#Space-#Time: Divided

#UTC =0= Earth Static  Local Time: You on #Earth

#Influenced #Opinion:
It's Normal. We cannot #Live at the same #Time.

https://t.co/iLI3ShZFDZ https://t.co/BtbOYNcFhY",en,Amazon,Irrelevant
"Check out this Amazon deal: Hamilton Beach Power Elite Blender with 12 Functions for Puree, Ice Crush, Shakes and Smoothies and 40oz BPA Free Glass Jar, Black and Stainless Steel (58148A) by Hamilton Beach https://t.co/h1wf6tIvhl @amazon altal https://t.co/wCzS8tlBCy",en,Amazon,Positive
"Petutu Coaches Whistle with Lanyard 24 Pack, Soccer Referee Whistle - https://t.co/UrBsONvBs4 Also:https://t.co/Lxw3q096e1 #Cooking https://t.co/m075B8Izzb",en,Amazon,Irrelevant
"In the middle of the #Coronavirus crisis, it's a matter of urgency that @Amazon, @Uber, @Deliveroo and others finally allow their employees paid sick leave. Sign the emergency petition to them NOW https://t.co/hzcuSetWkh",en,Amazon,Positive
"@Stef_Walton @rich_energy @keelingover You can buy them through their online shop, and last I recall, Amazon too.",en,Amazon,Neutral
"English Grammar might seem difficult. It gets easier with carefully chosen examples and comparisons. You can master English grammar through conversational exercises.
 Help with the First Certificate and TOEFL examinations

https://t.co/btPLlGcE2z https://t.co/M7jDtAoLAu",en,Amazon,Irrelevant
@kisekisymphony definitely seems more amazon bad specifically,en,Amazon,Negative
"Dear https://t.co/BSi1vZvVnm - Growth vs Profit For startup - 

Starting an online amazon business, should I push for growth or profit off the bat. I could be breaking even or making a tiny bit of profit. I dont know if I should focus on breaking even or building my brand an... https://t.co/cipPJJNe7z",en,Amazon,Irrelevant
"#trapLAXradio is ON AIR now! Current Track: 10 For A Show by @Mikeyy2Wild - Tune In Now! Click Here to Listen https://t.co/dQpfDs43hr
 Buy song https://t.co/7cVEaF6fU6",en,Amazon,Irrelevant
"In the middle of the #Coronavirus crisis, it's a matter of urgency that @Amazon, @Uber, @Deliveroo and others finally allow their employees paid sick leave. Sign the emergency petition to them NOW https://t.co/o2nPbl08kN",en,Amazon,Positive
"Philips SHE2305BL/00 Upbeat inear Earpho
  Offer price- 409.00
  MRP- 1,449.00
  You Save:  1,040.00 (72%)
  Reviews-3.7 out of 5 stars 309 ratings
  Category- #electronics

https://t.co/a0WKn5oBjz #deal #loot https://t.co/2hKHA9hsr1",en,Amazon,Positive
Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/FWDDAzuxyZ,en,Amazon,Negative
@mirrorjeffers @NetflixUK @Fulwell73 Any chance you can tell Amazon not to show the Spurs one please mate? We do not care for a reminder of things ,en,Amazon,Neutral
"Cottonelle FreshCare Flushable Wipes for Adults, Wet Wipes, Alcohol Free, 336 Wet Wipes per Pack (Eight 42-Count Resealable Soft Packs), White 
#Deal #ganga

https://t.co/CA5l6b2vwy https://t.co/lztIinJivk",en,Amazon,Irrelevant
"Amazon [] has *  The Secret of NIMH* (Blu-ray) on sale for *$5.57*. *Shipping is free* w/ Prime or on $25+ orders. 
 
Note: the last 1 year price history has been about $10 and hasnt...
#Deal #ganga

https://t.co/ogFjBwWjWR https://t.co/NT5yDXC6ED",en,Amazon,Positive
"Dear https://t.co/BSi1vZvVnm - What are some secrets to business that give you a huge advantage? - 

One I heard of is legal tax avoidance. Amazon pays 0 taxes. So for an entrepreneur's, I heard of a person that bought a jet, and he ended up deducting it from his taxes, and p... https://t.co/3MyngSLADz",en,Amazon,Irrelevant
"In stock on March 11, 2020. 

Oral-b Indicator Contour Clean Toothbrushes, Extra Value Pack, Medium, 4 Count (Color May Vary) $2.38 with s/s...
#Deal #ganga

https://t.co/RYJOe1O4PP https://t.co/POysdXd56s",en,Amazon,Irrelevant
"   
 
Lysol Laundry Additive, as low as $8.47!

*#coupon on page

OR buy 3 for $15.42 TOTAL! (price updates at checkout) #Deal #ganga

 https://t.co/8mzUJBco3I https://t.co/R3PhzcX4gm",en,Amazon,Irrelevant
"Clip $4 Coupon, checkout with S&amp;S 
* 4-Ct Gillette 5 Men's Razor Blade Refills [] *$3.59* 

*Also available:* 
* 8-Ct Gillette 5 Men's Razor Blade Refills [] *$9.29*
#Deal #ganga

https://t.co/LIjO9OkCTQ https://t.co/LetZJuSWbx",en,Amazon,Irrelevant
Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/CGT4iIvLIU,en,Amazon,Neutral
"Amazon [] has *8-Count Starbucks VIA Instant Italian Roast Dark Roast Coffee* for *$3.45* when you check out via Subscribe &amp; Save. *Shipping is free*. 
 
Note, you may cancel Subscribe &amp;...
#Deal #ganga

https://t.co/sDNkIgSrTv https://t.co/FVRcIUI5Xn",en,Amazon,Positive
"Amazon UK: 75269 Duel on Mustafar -30% 14.00, 60244 Police Helicopter Transport -30% 28.00, +11 more https://t.co/q7JWLshfTc",en,Amazon,Neutral
"OOS. Youre too late
#Deal #ganga

https://t.co/TvwInKFGBr https://t.co/rWID487MPW",en,Amazon,Irrelevant
"STEAL!   
 
Lysol Laundry Additive, as low as $8.47!

*coupon on page

https://t.co/6UFXZls24m

OR buy 3 for $15.42 TOTAL! (price updates at checkout) https://t.co/RfQkBeiuV9",en,Amazon,Irrelevant
"Amazon has the Wilson Sporting Goods Smart Core Golf Ball - Pack of 24 (White) for $7 again.  

#Deal #ganga

https://t.co/2WP8JHBR5s https://t.co/7pC9RxvVin",en,Amazon,Positive
"*3-Count Affresh Disposal Cleaner Tablets (Citrus Scent) * [] 
 
Prime members: Possibly get $1 digital credit for slow ship
#Deal #ganga

https://t.co/yKoPNev5Bq https://t.co/ZeXI734qGC",en,Amazon,Irrelevant
"5 ""Historical fiction at its finest.""

https://t.co/mGzemaXPT3
@erinsriley1
#amreading
#histfic
#ebook
#bookboost https://t.co/g81iM6OjfV",en,Amazon,Irrelevant
"A beautiful and sweet coming home/second chances #romance! Read ""Amalgamated"" now. #mustread #fiction #LGBT #BeccaSeymour  @beccaseymour_ available at Amazon --&gt; https://t.co/9EXJQNJJs0 https://t.co/2i1XaxVOkE",en,Amazon,Positive
